#,Team,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,Year
19,New Jersey Nets,11,5,6,0.455,48,85.8,32.6,79.1,41.3,3.6,11.3,32.3,16.9,21.9,77.2,11.5,27.7,39.2,23.6,14.7,9.7,4.2,5.5,21.8,0.2,1.1,2003
19,Philadelphia 76ers,11,5,6,0.455,48.9,91.5,33.2,78.1,42.5,3.8,12,31.8,21.4,29.6,72.1,11.8,27.5,39.4,20.2,14.2,10.1,4.5,6,19.9,0,0.4,2003
21,Golden State Warriors,10,4,6,0.4,48.5,92.3,35.7,79.4,45,4.4,15.6,28.2,16.5,23.7,69.6,11.4,32.2,43.6,20.8,16.2,7,4.1,4.6,20.8,0,0.2,2003
21,Phoenix Suns,10,4,6,0.4,48,91.6,34.9,81.7,42.7,4,13.8,29,17.8,23,77.4,11.4,31.2,42.6,18,13.6,7.3,6.2,5.7,23.8,0,-0.2,2003
21,Washington Wizards,10,4,6,0.4,48.5,93,35,82.2,42.6,5.3,15.5,34.2,17.7,25.1,70.5,13.5,30.9,44.4,19.7,15.9,9.6,6,6.8,22.8,0,0.6,2003
24,Cleveland Cavaliers,11,4,7,0.364,48.5,91.5,36.1,81.3,44.4,3,9.7,30.8,16.3,23.6,68.8,12.4,34.6,47,23.1,15.8,6.2,8.1,5.2,21.2,0,-2.1,2003
25,Atlanta Hawks,12,4,8,0.333,48.8,91.4,34.2,78.6,43.5,5.3,15.2,34.6,17.8,23.3,76.7,11.4,32,43.4,19.7,18.6,7.2,6.6,5.3,22.8,0.1,-4.3,2003
25,Chicago Bulls,12,4,8,0.333,48.4,87.9,32.4,77.6,41.8,5.2,13.4,38.5,17.9,24.7,72.6,11.6,30.7,42.3,20.4,18.9,7.8,6.3,4.7,23.3,0.1,-9.8,2003
27,New York Knicks,10,3,7,0.3,48.5,86.6,32.8,78.1,42,5.9,17,34.7,15.1,17.6,85.8,10.8,33.7,44.5,21.1,17.6,6.8,5.3,4.3,23.4,0.1,-4,2003
28,Miami Heat,11,3,8,0.273,48.5,83.6,31.2,78,40,4.2,12.4,33.8,17.1,23.8,71.8,12.6,31.1,43.7,15.5,16.7,7.1,2.5,6.5,24.5,0,-9.3,2003
29,Orlando Magic,11,1,10,0.091,48.5,88.3,32.4,80.3,40.3,4.9,13.9,35.3,18.6,26.1,71.4,12,27.1,39.1,17.4,14.5,6.6,5.3,6.4,24.2,0,-7.5,2003
1,Seattle SuperSonics,12,10,2,0.833,48,99.5,34.3,76.4,44.8,8.8,21.4,41.2,22.2,27.9,79.4,12.1,26.8,38.8,18.8,15.3,8.6,3.6,4.8,24.6,0.1,7,2004
2,Phoenix Suns,11,9,2,0.818,48.5,107,39.7,83.9,47.3,7.8,22.4,35,19.7,27,73.1,13.1,32.3,45.4,22.5,15.2,6.5,6.7,4.5,21,0,12.4,2004
3,Indiana Pacers,11,8,3,0.727,49.3,96.8,33,74.5,44.3,7.2,18.8,38.2,23.6,28.5,82.8,10.8,30.4,41.2,19.3,17.8,9.4,5.7,5.9,23.5,0,1.9,2004
3,San Antonio Spurs,11,8,3,0.727,48,95.2,34.5,77.8,44.3,6.1,17.5,34.7,20.2,28.6,70.5,13.1,29.5,42.6,22,14.7,7.6,6.7,3.6,20.5,0,6.9,2004
5,Dallas Mavericks,12,8,4,0.667,48.4,100.6,37,84.3,43.9,5.4,15.2,35.7,21.2,28.1,75.4,13.3,31.2,44.5,18.3,14.2,9.9,5.5,5.8,23.6,0,4.4,2004
5,Miami Heat,12,8,4,0.667,49.3,99.9,36.2,77.1,46.9,6,16.4,36.5,21.6,33,65.4,12.1,31,43.1,20.4,14.4,6.5,7.1,4.1,25,0,1.7,2004
5,Orlando Magic,9,6,3,0.667,48,97.2,35.6,84.6,42,4.2,13.9,30.4,21.9,28.4,77,14.9,33.2,48.1,19.3,17,7.6,6.6,5.2,23.9,0,1,2004
8,Sacramento Kings,11,7,4,0.636,48.5,99.5,35.6,82.5,43.2,5.2,16.5,31.5,23,28.4,81.1,11.7,30.2,41.9,23.6,13,7.1,4.5,4.4,20.6,0,-0.4,2004
8,Utah Jazz,11,7,4,0.636,48.5,98.9,35.6,74.5,47.8,2.7,8.5,32.3,24.9,31.5,79,11.6,30.7,42.4,23.8,14.9,5.4,7.7,6,25.5,0,7.8,2004
10,Cleveland Cavaliers,10,6,4,0.6,49.5,98.3,35.9,80,44.9,3.1,8.9,34.8,23.4,30.5,76.7,11.9,33.1,45,22.8,14.8,7.2,6.7,5.4,23.2,0.2,5.9,2004
10,Minnesota Timberwolves,10,6,4,0.6,48.5,95.4,36.1,79,45.7,5.2,14.5,35.9,18,23.1,77.9,11.8,31.7,43.5,22.6,14.3,5.3,4.8,3.9,21.8,0,1.3,2004
10,Washington Wizards,10,6,4,0.6,48.5,100.7,35.8,85.9,41.7,6,17.5,34.3,23.1,29.5,78.3,15.2,27.7,42.9,20.6,15.2,9.8,5,5.5,25.8,0,-0.1,2004
13,Los Angeles Lakers,12,7,5,0.583,48,97.2,33.3,74.1,44.9,6.7,18.7,35.7,24,30.9,77.6,10.8,31.3,42.1,18.6,15.9,6,5.8,5.8,24.2,0,-0.4,2004
14,Denver Nuggets,11,6,5,0.545,48.5,95.5,35.5,80.7,43.9,4.3,11.5,37.3,20.3,27.5,73.6,11.5,29,40.5,22.5,15.1,8.8,6.6,5.8,23.9,0,-1.3,2004
15,Detroit Pistons,10,5,5,0.5,50,95.7,35.6,78.9,45.1,4.5,13.2,34.1,20,27.1,73.8,12.3,28.9,41.2,21.9,15,8.1,6,4.7,25.3,0,-2.4,2004
15,New York Knicks,10,5,5,0.5,48,94.6,35.3,80.5,43.9,4.8,13.9,34.5,19.2,24.9,77.1,11.7,30.6,42.3,20.7,16.1,8.9,4.5,5.3,22.6,0.1,-1.7,2004
15,Portland Trail Blazers,10,5,5,0.5,48,90.6,33.2,77.7,42.7,4.8,14.1,34,19.4,25.3,76.7,13.3,29.4,42.7,18.3,14.2,7.8,6.1,4.7,20.5,0.1,1,2004
18,Houston Rockets,13,6,7,0.462,48.8,89.2,33.4,75.8,44.1,6.2,17.2,36.2,16.2,20.8,78.1,8.9,30.5,39.5,20.2,15.4,5.8,3.8,3.8,23.5,0,-0.2,2004
19,Los Angeles Clippers,11,5,6,0.455,49.4,97,36.6,77.1,47.5,2.7,7.5,36.1,21,27.5,76.5,11,28.5,39.5,24.3,17.2,8.5,5.4,5.4,24.3,0,2.3,2004
19,Memphis Grizzlies,11,5,6,0.455,48,96.8,34.8,77,45.2,5.6,14.4,39.2,21.5,28.7,75,12.1,29.6,41.7,22.4,17.4,9.3,6.2,6.5,27,0,3,2004
21,Boston Celtics,9,4,5,0.444,48.5,96,35.7,75.8,47.1,4.9,14.6,33.6,19.8,26.4,74.8,9.9,29.7,39.6,21.9,16.1,8.2,5.9,4.9,23.8,0,4.4,2004
22,Toronto Raptors,12,5,7,0.417,48,96.1,36.6,84.3,43.4,6.3,18.7,33.5,16.7,23,72.5,14,26.9,40.9,19.9,13.3,7.9,4.3,5,23.1,0.1,-2,2004
23,Philadelphia 76ers,10,4,6,0.4,49,94.3,32.9,78.7,41.8,6.2,17.1,36.3,22.3,29,76.9,11.7,29.8,41.5,18.7,17.5,9.9,2.8,5.8,25.5,0.1,-3,2004
24,Milwaukee Bucks,9,3,6,0.333,49.1,97.7,36.9,85.1,43.3,3.9,10.8,36.1,20,26.3,75.9,13,31.8,44.8,20.3,15,5.9,3.4,5.2,26.1,0.1,-1.8,2004
25,Golden State Warriors,11,3,8,0.273,49.8,88,33.3,86,38.7,4,14.4,27.8,17.5,25.7,67.8,13.6,30.3,43.9,20.7,14.9,7.4,4.8,6.7,26.2,0.1,-6.7,2004
26,Atlanta Hawks,10,2,8,0.2,48,86.1,34.2,80.7,42.4,4,13.2,30.3,13.7,22,62.3,12.2,25.2,37.4,18.8,14.7,9.6,3,6.5,24.6,0,-12.7,2004
26,Charlotte Bobcats,10,2,8,0.2,49,95.3,36.1,81.1,44.5,3.1,8.5,36.5,20,30,66.7,14,26.9,40.9,22.1,16.9,7.3,5.6,5.9,26.8,0,-6.5,2004
26,New Jersey Nets,10,2,8,0.2,49.5,82.1,29.4,73.4,40.1,3.2,9.7,33,20.1,25.2,79.8,11,31.1,42.1,17.5,19.5,6.1,5.6,5.8,27.3,0,-10.5,2004
29,New Orleans Hornets,10,1,9,0.1,49.5,91.9,35.4,83,42.7,5.3,17.6,30.1,15.8,19.5,81,14,28.3,42.3,24,15,5.8,3,5.1,22.9,0,-5.6,2004
30,Chicago Bulls,9,0,9,0,49.1,90.3,35,85.9,40.8,6.6,20.9,31.4,13.8,20.9,66,14.1,29.3,43.4,22,18.6,7.9,2.9,5.2,27.6,0,-11.2,2004
1,Detroit Pistons,9,8,1,0.889,48,97.7,38,81,46.9,5,12.8,39.1,16.7,22.2,75,12,28.3,40.3,23.1,11.7,7.9,4.7,4.3,20.9,18.4,7.1,2005
2,Cleveland Cavaliers,11,9,2,0.818,48.5,105.4,37.8,80.9,46.7,6.5,17.5,37.3,23.2,28.8,80.4,14,31.3,45.3,19.7,14.5,8,5.4,5.5,21,23.1,10.3,2005
2,San Antonio Spurs,11,9,2,0.818,48.5,96.9,37.6,79.4,47.4,5,13.6,36.7,16.6,22,75.6,10.7,32.3,43,19.6,15.9,6.9,5.5,4,20.7,19,7.3,2005
4,Dallas Mavericks,10,8,2,0.8,49,99.1,36.3,77.8,46.7,4.9,13.1,37.4,21.6,28.7,75.3,13.5,29.7,43.2,17.1,14.9,7.9,6.6,5.5,24.9,22.9,7,2005
4,Los Angeles Clippers,10,8,2,0.8,48.5,100.2,36.2,77.6,46.6,3.4,10.6,32.1,24.4,30.1,81.1,11,33.1,44.1,20.9,16.2,6.1,6.3,5,24.7,23.5,5.8,2005
6,Indiana Pacers,9,6,3,0.667,48,96.8,33.4,71.8,46.6,5.9,16.6,35.6,24,33.3,72,9.8,29.6,39.3,19.9,17.1,9.2,4.4,5.4,23.9,25.7,1.8,2005
7,Miami Heat,10,6,4,0.6,48.5,98.4,36.7,77,47.7,7.2,20.3,35.5,17.8,25.7,69.3,10.9,32.2,43.1,20.4,17.3,5.7,6.4,3.4,24.8,22.7,2.4,2005
8,Denver Nuggets,12,7,5,0.583,48.4,96.2,37.7,84,44.8,2.3,11.4,20.4,18.5,25.3,73.3,12.9,33.3,46.2,24.3,16.2,8.7,7.7,5.7,23.7,23.1,4.3,2005
8,Golden State Warriors,12,7,5,0.583,48,94.6,33.3,79.9,41.7,8.7,26.5,32.7,19.3,27.8,69.2,11.3,31.3,42.7,19.8,14.8,6.9,5.3,3.1,24.4,24.5,2.6,2005
8,Memphis Grizzlies,12,7,5,0.583,48,90.2,33.3,76.9,43.2,7.4,20.7,35.9,16.3,24.4,66.6,11.3,28.8,40.2,18.8,14.4,7.2,5.8,6.3,20.4,22.3,0.9,2005
8,Philadelphia 76ers,12,7,5,0.583,48.4,104.5,38.7,81.1,47.7,3.8,10.1,37.2,23.4,29.8,78.5,11.1,27.3,38.3,21.7,12.8,8.3,4.8,3.8,21.9,25,-0.3,2005
12,Milwaukee Bucks,9,5,4,0.556,48.6,97.2,35.4,83.9,42.3,5.4,12.7,43,20.9,28.3,73.7,14.6,30.7,45.2,20.1,15.9,7.9,3.7,6.8,26.9,24.6,-4.4,2005
12,Minnesota Timberwolves,9,5,4,0.556,49.1,95.9,37.7,79.2,47.5,4.4,14.9,29.9,16.1,22,73.2,9.3,28.9,38.2,23.4,13.7,6.9,6.3,4.6,23.1,22.4,3.9,2005
14,New Jersey Nets,10,5,5,0.5,48,95.4,33.1,75.9,43.6,5.1,15.1,33.8,24.1,32.5,74.2,14,29.4,43.4,20.7,14.6,6.4,3.3,4.8,23.9,26.9,-0.3,2005
14,Phoenix Suns,10,5,5,0.5,49,103.5,40.7,87.2,46.7,7.7,22.3,34.5,14.4,18.2,79.1,10.4,31.4,41.8,26.7,13.9,6.8,5.7,3.1,23.1,21.6,2.1,2005
14,Washington Wizards,10,5,5,0.5,48,100.1,36.8,81.7,45,5.7,16.4,34.8,20.8,29.5,70.5,11.9,28.4,40.3,19.9,13.2,7.8,5,4.2,22.6,23,3.8,2005
17,Utah Jazz,13,6,7,0.462,48.4,88.5,32.1,77.8,41.2,4.9,13.6,36.2,19.5,27.5,70.7,14.8,29.8,44.6,19.9,16.8,5.8,6,6.5,25.5,25.8,-1.8,2005
18,Seattle SuperSonics,11,5,6,0.455,48.9,98.1,34.4,79.3,43.3,7.6,24.3,31.5,21.7,27.7,78.4,12.1,25.5,37.6,20.7,15.7,8.5,2.9,4,25.4,22.7,-7.1,2005
19,Chicago Bulls,9,4,5,0.444,49.1,94,35.1,84.6,41.5,7.2,18.3,39.4,16.6,22.6,73.4,12.6,30.3,42.9,21.8,16.3,5.6,3.6,5.8,25,23.1,-3.6,2005
19,Portland Trail Blazers,9,4,5,0.444,48,87.4,32.9,73.2,44.9,3.2,10.6,30.5,18.4,27.4,67.2,11.8,28.6,40.3,17.3,17.2,6.2,6.8,5.4,21.6,23.6,-4.9,2005
21,Boston Celtics,10,4,6,0.4,49,97.6,37,79.2,46.7,5.8,14.1,41.1,17.8,24.4,73,11.1,30.4,41.5,23.4,17.6,7.7,5.8,4.1,25,22.5,-3.2,2005
21,Los Angeles Lakers,10,4,6,0.4,48.5,93.5,35,81.1,43.2,4.5,15.5,29,19,26.1,72.8,11.1,30,41.1,19.8,15.6,8.1,4.8,6.5,22.9,22.2,-1.6,2005
21,New Orleans/Oklahoma City Hornets,10,4,6,0.4,48.5,92.4,34.1,77.6,43.9,3.2,12,26.7,21,28.7,73.2,11.8,29.4,41.2,19.6,15.4,8.4,3,4.2,23.6,25.7,-2.3,2005
24,Sacramento Kings,11,4,7,0.364,48,97.1,35.2,78.5,44.8,4.8,14.1,34.2,21.9,27.8,78.8,10.7,29.1,39.8,23.2,15.6,8.2,3.5,4.5,21.8,23.5,-0.5,2005
25,Orlando Magic,9,3,6,0.333,48.6,85.6,30.8,72.3,42.5,3.8,10.2,37,20.2,27.3,74,11.9,29.2,41.1,15.8,16.2,5.6,4.6,4.6,22.3,22.4,-4.8,2005
26,New York Knicks,10,3,7,0.3,48.5,88.2,33.5,78.3,42.8,3.1,9.1,34.1,18.1,27.2,66.5,14,30.5,44.5,18.5,18.8,7.9,4.3,6.5,24.9,22.4,-2.3,2005
27,Charlotte Bobcats,11,3,8,0.273,49.4,96.3,33.8,83.3,40.6,4.2,11.9,35.1,24.5,32,76.4,12.5,27.5,40.1,19.6,14.1,12.4,3.9,6,27,26.2,-1.2,2005
27,Houston Rockets,11,3,8,0.273,48,84.7,29.7,72.5,41,6,16,37.5,19.3,25,77.1,10.1,30.8,40.9,15.7,15.5,6.4,4.5,4.8,24.5,22.6,-4.1,2005
29,Toronto Raptors,11,1,10,0.091,48.5,96.3,36.1,82.6,43.7,6.5,19.3,34,17.5,24,73.1,11.5,27.3,38.7,19.5,15,6,2.8,4.4,25.5,23.2,-8.9,2005
30,Atlanta Hawks,9,0,9,0,48,88,33.2,78.7,42.2,4,11.3,35.3,17.6,25.1,69.9,14.1,26.9,41,16.1,17.7,7,5.6,6.8,25.8,23.6,-10.1,2005
1,Utah Jazz,11,10,1,0.909,48.5,107.6,40.7,81.9,49.7,4.2,12.2,34.3,22,29.1,75.6,12.8,32.8,45.6,24.3,15.9,7.5,4.5,6,28.9,23.9,7.4,2006
2,San Antonio Spurs,11,9,2,0.818,48.9,99.6,36.5,78.5,46.6,6.7,17.9,37.6,19.8,27.1,73.2,9.8,33.4,43.2,21.6,14.7,5.9,4.5,3.5,20.7,24.5,6.6,2006
3,Cleveland Cavaliers,11,8,3,0.727,48.5,96.8,34.9,77.1,45.3,6.4,18,35.4,20.6,29.5,70.1,11.3,31.6,42.9,20.8,14.8,5.5,5.5,4.3,23.2,25.2,3.9,2006
3,Los Angeles Lakers,11,8,3,0.727,48,99.6,35.8,76.5,46.8,6,17.7,33.8,22,30.7,71.6,11.9,30.7,42.6,22.4,18.7,6.4,4.5,4.5,21.5,25.8,2.1,2006
3,New Orleans/Oklahoma City Hornets,11,8,3,0.727,48,96.5,36.5,81.8,44.6,5.2,14.3,36.3,18.4,26.2,70.1,14.3,30.3,44.5,18.3,15.2,6,3.6,5.8,22.5,23.6,2.6,2006
6,Los Angeles Clippers,9,6,3,0.667,48.6,100.6,36.7,80.8,45.4,3,10.6,28.4,24.2,31.9,76,12.1,31.4,43.6,19.6,15.7,6.9,6.3,4.7,24.4,27,2.9,2006
7,Dallas Mavericks,11,7,4,0.636,48,99.4,36,79.5,45.3,7.3,19.6,37,20.1,25.1,80.1,12.5,29.2,41.6,18.6,14.6,5.5,5.6,4.5,24.7,23,1.8,2006
7,Golden State Warriors,11,7,4,0.636,48,105.3,39.3,80.8,48.6,7.8,21.3,36.8,18.9,27.7,68.2,10.5,29.8,40.3,23.5,15.4,7.5,5.7,3.7,22.6,24.5,4.1,2006
7,Houston Rockets,11,7,4,0.636,48,95.3,33.4,73.5,45.4,8.3,22.3,37.1,20.3,26.7,75.9,10.7,31.4,42.1,20,16.5,7,4.2,3.7,21.9,23.1,4,2006
7,Orlando Magic,11,7,4,0.636,48,96.6,35.8,72.5,49.4,4.5,11.5,38.9,20.5,29.2,70.4,10.8,30.8,41.6,18.3,19.9,7.1,5.9,3.5,24.4,23.3,2,2006
11,Denver Nuggets,9,5,4,0.556,48,107.6,38.7,86.7,44.6,5.4,19.1,28.5,24.8,31.9,77.7,13.2,31.1,44.3,23,17.3,10.1,3.7,5.8,24.6,26.8,2,2006
11,Sacramento Kings,9,5,4,0.556,48,97.9,34.4,79.9,43.1,4.9,17.1,28.6,24.1,29.9,80.7,13.4,29.1,42.6,18.2,18.1,9.8,2.9,4.6,22.8,24,0.2,2006
13,Detroit Pistons,11,6,5,0.545,48,96,35.2,78.1,45.1,6.5,17.8,36.2,19.2,25.3,75.9,12,29.4,41.4,21.1,12.6,5.6,5.9,3.5,21.5,21.4,1,2006
13,Indiana Pacers,11,6,5,0.545,48,94.6,34.5,80.9,42.7,6.7,19.5,34.6,18.8,24.9,75.5,12.5,29.6,42.1,22.4,17.7,8.5,7.1,5.1,22.5,22.6,-2.7,2006
15,Atlanta Hawks,8,4,4,0.5,49.9,98.5,36.1,80.6,44.8,6,18.8,32,20.3,28.4,71.4,12.4,31.1,43.5,17.4,15.8,7.6,4.9,5.4,25.1,25.4,2.5,2006
15,New Jersey Nets,10,5,5,0.5,48.5,96.2,34.3,74.5,46,6,17.6,34.1,21.6,28,77.1,8.2,33,41.2,21.9,16.9,4.6,3,4.2,23.5,24.6,0.2,2006
17,Portland Trail Blazers,12,5,7,0.417,48,92.9,33.3,73.2,45.6,4.4,14.5,30.5,21.8,27.8,78.4,9.6,27.3,36.9,17,16.1,7.2,4.3,5.5,25.2,22.7,-4.9,2006
17,Seattle SuperSonics,12,5,7,0.417,48.4,102.8,37.8,82.2,45.9,7.5,20.5,36.6,19.8,24.8,79.5,12.7,25.8,38.5,20,15.9,8.3,3.9,4.7,24.3,22,0.7,2006
19,Boston Celtics,10,4,6,0.4,48.5,103.8,36.2,79.3,45.6,7.1,17.1,41.5,24.3,32.8,74.1,10,33.9,43.9,21.2,16.7,6.4,5.6,6.2,26.4,25.8,2.5,2006
19,Miami Heat,10,4,6,0.4,48.5,89,32.2,77.7,41.4,5.7,19.1,29.8,18.9,26.4,71.6,10.2,32.3,42.5,17.8,16.2,5.8,5.3,3.9,23,22.4,-9.8,2006
19,Philadelphia 76ers,10,4,6,0.4,48.5,96.5,36.1,78.9,45.8,4.3,11.7,36.8,20,26.3,76,10.7,28.5,39.2,20.3,15.6,7.8,6,4.2,23.5,22.4,-1.8,2006
19,Phoenix Suns,10,4,6,0.4,49,108,40.2,84,47.9,9.4,25.3,37.2,18.2,22.9,79.5,8.2,30.7,38.9,24.9,16.1,6.4,4,4.3,26.4,24.1,-0.1,2006
19,Washington Wizards,10,4,6,0.4,48.5,101.1,35.5,80.8,43.9,5.2,17.2,30.2,24.9,32.1,77.6,11.2,28.8,40,18,13.6,8,5.5,5.4,22.6,24.8,-2.4,2006
24,Minnesota Timberwolves,9,3,6,0.333,48,92.2,34.6,77,44.9,3.2,11.1,29,19.9,24.3,81.7,9.6,29.8,39.3,20.9,17.2,7.8,5.2,4.1,22.6,21.3,-3,2006
24,New York Knicks,12,4,8,0.333,49.3,99.9,36,80.8,44.5,5.6,16.7,33.5,22.3,29.3,76.1,12.3,30.9,43.2,17.7,16.2,7.3,3.3,6,28.2,24.3,-1.9,2006
26,Chicago Bulls,11,3,8,0.273,48,95.1,36.2,82.1,44.1,5.7,15.4,37.3,17,24.4,69.8,12.6,28,40.6,21,16.1,8.5,4.7,5.5,23.5,23.1,-0.3,2006
26,Milwaukee Bucks,11,3,8,0.273,48,98.1,37.1,80.8,45.9,5.1,16.8,30.3,18.8,24.5,77,9.5,27.4,36.8,21.2,15.4,7.1,2.5,6.2,22.9,23.1,-4.5,2006
28,Charlotte Bobcats,10,2,8,0.2,49,91.6,34.2,77.9,43.9,3,11.2,26.8,20.2,28.7,70.4,10.3,31.7,42,20.1,18.2,7.4,6.4,4.3,27,23.7,-6.7,2006
28,Toronto Raptors,10,2,8,0.2,48,99.9,37.5,85.6,43.8,6.3,20.7,30.4,18.6,24.4,76.2,10.8,29.5,40.3,21.7,14.1,7.6,4.3,4.4,22.7,22.2,-5.5,2006
30,Memphis Grizzlies,11,2,9,0.182,49.4,94,33.2,79.2,41.9,5.6,16,35.2,22,29.3,75.2,12.2,27.9,40.1,16.5,15,7,4.4,5.6,22.9,26.5,-3.4,2006
1,Boston Celtics,9,8,1,0.889,48.6,102.7,37.6,74.6,50.4,6.7,17.6,38,20.9,27.7,75.5,8.4,33.7,42.1,23.8,17.2,10.2,4.3,5.2,24.9,23.8,13.2,2007
2,Orlando Magic,12,10,2,0.833,48.4,102.2,35.8,77.8,45.9,9.3,25.4,36.7,21.3,28.9,73.8,8.6,34.4,43,21.2,15.2,6.2,4.2,3.7,19.6,24.7,7.2,2007
3,Phoenix Suns,11,9,2,0.818,48,106.4,40.4,84.1,48,9.5,25.3,37.4,16.2,21.5,75.1,8.6,32.8,41.5,24.5,15.3,9,5.6,3.7,19,20.5,6.2,2007
