#,Team,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,Year
3,San Antonio Spurs,11,9,2,0.818,48,97.2,36.4,77.7,46.8,7.9,19.8,39.9,16.5,21.8,75.8,9.1,31.2,40.3,21.1,13.3,7.4,4.7,4.6,19.5,18.5,7.9,2007
5,Dallas Mavericks,10,8,2,0.8,48,103.5,37.1,77.4,47.9,6.5,17.8,36.5,22.8,27.8,82,9.4,32.3,41.7,20.8,13,5.8,5.9,3.3,22.2,22.6,7.4,2007
6,New Orleans Hornets,12,9,3,0.75,48.4,98.6,37.8,81.8,46.1,8.7,19.9,43.5,14.4,18.3,79,10.5,31.3,41.8,21.1,13.8,8.3,4,3.8,19.2,19,7.8,2007
7,Denver Nuggets,11,8,3,0.727,48,109.3,39.5,82.6,47.9,7.7,20.9,37,22.5,30.3,74.2,10.7,34.6,45.4,25,17.2,10.5,6.4,4.3,21.5,24,10.2,2007
8,Los Angeles Lakers,10,7,3,0.7,48,107,38.4,80.3,47.8,6.6,17.7,37.3,23.6,30.8,76.6,11.7,35.2,46.9,22.7,17,9.1,4.9,4.6,21.5,24.4,7.7,2007
9,Utah Jazz,12,8,4,0.667,48,106.7,39.6,81.6,48.5,3.9,10.9,35.9,23.6,30.9,76.3,11.9,30.2,42.1,26.2,17.1,9.9,4.8,5.9,23.9,24.9,6.8,2007
10,Charlotte Bobcats,10,6,4,0.6,48,91.7,33.8,78.5,43.1,5.9,15.7,37.6,18.2,27.1,67.2,14,29.9,43.9,18.9,17.6,8.3,4.5,6.1,22.8,21.8,-2,2007
10,Detroit Pistons,10,6,4,0.6,48,99.3,37.3,79.8,46.7,5.9,16.2,36.4,18.8,26.3,71.5,11,31.2,42.2,23,13.4,6.6,4.9,3,21.4,20.3,3.7,2007
12,Los Angeles Clippers,9,5,4,0.556,48,96.9,34.1,80.9,42.2,6.3,17.4,36.3,22.3,28.1,79.4,11,33.1,44.1,21.1,15,5.6,5.1,6.1,21.6,21.2,-2.7,2007
12,Milwaukee Bucks,9,5,4,0.556,48,96.2,37.3,82.9,45,5,14.6,34.4,16.6,23.1,71.6,13.8,30.2,44,21.3,14.6,6.8,5.8,6.2,22.7,21.9,-1.6,2007
14,Houston Rockets,11,6,5,0.545,48,94.9,35.9,83.5,43,6.1,19.8,30.7,17,23.3,73,13.5,29.8,43.4,20.5,13.7,8.3,4.5,4.9,21.6,21.8,1.4,2007
15,Washington Wizards,10,5,5,0.5,48.5,98.6,35.6,83.2,42.8,5.5,18.6,29.6,21.9,27.8,78.8,13.8,31,44.8,20,15.9,7.9,5,4.8,21.5,23.1,0.5,2007
16,Cleveland Cavaliers,11,5,6,0.455,48.5,100.3,37.7,85.9,43.9,6.5,18.4,35.6,18.3,26.1,70,13.8,32.2,46,19.5,15.4,7.5,5.2,5.2,23.5,21,-3.2,2007
16,Toronto Raptors,11,5,6,0.455,48.5,99.2,36.6,82.8,44.2,8.7,20.4,42.9,17.2,20.8,82.5,10.4,30.5,40.8,22.6,14,7.4,3.8,4.8,21.5,20.1,2.9,2007
18,Indiana Pacers,11,4,7,0.364,48.5,101.5,37.3,86.5,43.1,8,23.4,34.2,19,25.5,74.6,12.6,31.9,44.5,22.6,16.5,7.5,5.4,5.5,27.5,22.5,-4.3,2007
18,New Jersey Nets,11,4,7,0.364,48.5,84.7,28.9,74.1,39,5,16.7,29.9,21.9,29.3,74.8,10.5,31.1,41.6,21,18.7,6.4,5.6,4.3,24.6,24.9,-9.7,2007
18,Portland Trail Blazers,11,4,7,0.364,48,93.5,35.4,77,45.9,5.5,14.8,37.4,17.3,22.8,75.7,9.1,29.8,38.9,20,16.1,5.5,3.7,3.5,20.8,22.1,-5,2007
18,Sacramento Kings,11,4,7,0.364,48.9,99,34.4,76.6,44.8,5.4,15.2,35.3,24.9,30.5,81.8,9,27.5,36.5,16.7,16.3,7.5,3,5.1,22.6,25.8,-5.1,2007
22,Golden State Warriors,9,3,6,0.333,48,108.8,40.4,87.3,46.3,9.1,27,33.7,18.8,27.8,67.6,11.2,28.9,40.1,22.6,13,7.6,5.6,4.8,23.1,23.9,-1.9,2007
23,Atlanta Hawks,10,3,7,0.3,49,97.1,36,79.5,45.3,3.8,14,27.1,21.3,27.9,76.3,12.3,29.3,41.6,19.9,16.4,7.7,6.5,5.8,21,22.1,-4,2007
23,Memphis Grizzlies,10,3,7,0.3,48.5,106.1,38.1,80.9,47.1,8.2,20,41,21.7,28.7,75.6,10.6,30.8,41.4,21.5,17.1,5.8,5.2,5.1,21.8,24.8,-2.7,2007
23,Philadelphia 76ers,10,3,7,0.3,48,90.3,35.1,80.1,43.8,4.5,13.5,33.3,15.6,22.7,68.7,13.6,30.3,43.9,19.7,17.4,7.2,4.7,4.3,21.9,19.9,-4,2007
26,Chicago Bulls,10,2,8,0.2,48.5,88.2,33.9,87,39,4.9,17.9,27.4,15.5,21.9,70.8,14,28.9,42.9,20.4,16.4,8.8,4.7,5.5,22,21.7,-9.8,2007
26,Miami Heat,10,2,8,0.2,48,86,33.6,79,42.5,4.9,15.6,31.4,13.9,21,66.2,9.2,30.1,39.3,19,14.3,8,4.5,3.9,18.5,20.1,-4.8,2007
26,New York Knicks,10,2,8,0.2,49,96.2,35.5,83.1,42.7,4.9,15.7,31.2,20.3,28.1,72.2,14.1,31.3,45.4,17.7,17.9,6.9,2.5,7,24.1,23.4,-8.3,2007
29,Seattle SuperSonics,12,2,10,0.167,48.8,100.1,38,87.8,43.3,4.8,13.6,35,19.3,24.9,77.6,12.3,33.3,45.5,20.8,18.4,8.4,4.7,5.4,24.3,20.8,-8.8,2007
30,Minnesota Timberwolves,8,1,7,0.125,48,94,36.4,82.5,44.1,6.5,17,38.2,14.8,20.1,73.3,13.1,28.3,41.4,18.4,15.6,7.1,4.6,3.8,26.3,18.8,-8.8,2007
1,Los Angeles Lakers,9,8,1,0.889,48,104.9,38.4,86.2,44.6,6.3,16.4,38.5,21.7,28.6,75.9,14,33.9,47.9,21.3,14.2,10.7,6.6,4.7,21,22.8,13.6,2008
2,Boston Celtics,12,10,2,0.833,48.4,95.6,33.8,75.5,44.7,5.1,16.3,31.1,23,30.3,75.8,10.8,32.6,43.4,20.3,17.3,8.6,5.6,3.9,24.1,25.3,4.9,2008
3,Cleveland Cavaliers,11,9,2,0.818,48,101.5,36.5,76.6,47.6,6.5,18.7,35,22.1,28.4,77.9,10.8,29.8,40.6,20.6,13.6,7.8,5.9,3.5,22,23.1,9,2008
4,Orlando Magic,11,8,3,0.727,48,99.4,35.4,79.7,44.4,8.1,24.7,32.7,20.5,29.1,70.6,11.5,32.3,43.8,16.7,14.1,7.8,7.8,4,21.2,22.8,6.4,2008
5,Detroit Pistons,10,7,3,0.7,48,98.9,35.6,80.4,44.3,6,15.5,38.7,21.7,27.4,79.2,12.8,30.2,43,20.7,13.3,6.8,5.7,4.5,22.7,23.1,2.6,2008
6,Phoenix Suns,12,8,4,0.667,48.4,100.5,36.4,73,49.9,6.1,16,38,21.6,28.9,74.6,8,31.3,39.3,19.9,16.8,6.3,5.1,4.4,20.8,23.1,2.8,2008
7,Denver Nuggets,11,7,4,0.636,48.5,99.8,34.8,78.9,44.1,5,16.1,31.1,25.2,32.2,78.2,10.2,31.9,42.1,21.2,16.1,9.5,5.5,6.5,23.5,25.7,2.1,2008
7,Houston Rockets,11,7,4,0.636,48.5,92.3,33.7,78.9,42.7,5.7,16.2,35.4,19.1,22.6,84.3,11,31.7,42.7,17.3,13.6,7.1,3.1,5.5,17.7,20.3,3.4,2008
7,Utah Jazz,11,7,4,0.636,48,97.5,37,79.2,46.7,4.2,12.2,34.3,19.3,25.3,76.3,13,29.5,42.5,24.3,15.6,8.3,4.5,6.4,22.7,22.8,4.1,2008
10,Atlanta Hawks,10,6,4,0.6,48,100.6,36.3,80.7,45,9.5,22.1,43,18.5,25.4,72.8,11.3,29.2,40.5,19.9,13.1,7.6,5.6,5.7,22.2,21,1.9,2008
11,New Orleans Hornets,9,5,4,0.556,48,93.7,33.9,75.8,44.7,7.8,19.8,39.3,18.1,23.4,77.3,9.7,28.8,38.4,19.9,13,8,4,3.8,21.1,21.6,2.1,2008
12,Miami Heat,11,6,5,0.545,48,98.3,36,79.6,45.2,7.6,21.7,35.1,18.6,25,74.5,11.4,28.1,39.5,20.3,13.1,8.8,5.6,3.9,20.2,20.9,4.5,2008
12,New York Knicks,11,6,5,0.545,48.5,105.3,38.9,87.5,44.4,10.8,28.5,38,16.6,22,75.6,10.3,31.5,41.7,23.5,14.4,8.4,1.5,4.5,20.2,18.5,-0.6,2008
12,Portland Trail Blazers,11,6,5,0.545,48.5,95.6,34.8,78.5,44.4,8.4,20,41.8,17.6,23.1,76.4,11.8,27.3,39.1,20.2,12,7,5,3.3,22,20.5,-1.9,2008
15,Indiana Pacers,10,5,5,0.5,48,99.8,37.4,82,45.6,7,19.9,35.2,18,23.2,77.6,11.2,33.8,45,21.8,16.4,7.7,7.2,6,22.7,20.9,3.5,2008
15,Philadelphia 76ers,10,5,5,0.5,48,97.4,37.6,84.8,44.3,4.9,12.8,38.3,17.3,23,75.2,14.7,34.5,49.2,20.1,16.4,6.3,6.3,5.6,17.8,19.2,3.6,2008
15,San Antonio Spurs,10,5,5,0.5,49,91.3,35.8,77.9,46,7.7,19.4,39.7,12,16.1,74.5,7.7,31.2,38.9,20.2,12.3,4.4,3.4,4.2,18.6,17.4,-2,2008
15,Toronto Raptors,10,5,5,0.5,48.5,95.2,34.8,76.2,45.7,5.9,15.6,37.8,19.7,23.9,82.4,8.8,30.2,39,23,15.2,6,5.6,5.9,17.9,21.7,-1.5,2008
19,Chicago Bulls,11,5,6,0.455,48,98.7,35.5,84.5,42.1,5.3,14.7,35.8,22.4,28.2,79.4,12.9,32.1,45,19,14.8,8.8,5.7,6.5,22,22.5,0.5,2008
19,Golden State Warriors,11,5,6,0.455,48.9,105,38.1,87.4,43.6,5.4,17.7,30.3,23.5,32.3,72.7,14.5,30.5,44.9,19.5,14.9,7.5,6.3,5.9,22.8,26.6,-0.3,2008
21,Milwaukee Bucks,12,5,7,0.417,49.3,95.8,35.2,82,42.9,5.3,14,37.5,20.2,26.8,75.4,13.8,30,43.8,20.8,16.4,5.9,3.5,5.5,26.2,24.8,-1.8,2008
22,New Jersey Nets,10,4,6,0.4,48,95.8,33.6,78,43.1,7,18.4,38,21.6,27.4,78.8,11.5,28.8,40.3,18,14.2,6.5,4.9,5.5,25.6,21.5,-5.8,2008
23,Dallas Mavericks,11,4,7,0.364,48.5,98.8,37.3,85.9,43.4,5.5,18.5,29.9,18.7,23.9,78.3,13.2,34.3,47.5,19.8,13.9,7.5,5.2,4.4,20.8,20.1,-0.5,2008
23,Memphis Grizzlies,11,4,7,0.364,48.5,94.3,34.5,78.8,43.7,4.9,14.8,33.1,20.5,26.4,77.6,10.6,31.9,42.5,16.5,16.3,8.1,4.5,4.8,22.8,21.5,-3.8,2008
25,Sacramento Kings,12,4,8,0.333,48.4,97.9,37.6,78.8,47.7,4.7,15.5,30.1,18.1,22.8,79.2,9.3,29.8,39,19.8,16.1,6.2,4.4,5,23.7,21.3,-5.7,2008
26,Charlotte Bobcats,10,3,7,0.3,48,88.3,31.5,73.8,42.7,4.4,14,31.4,20.9,26.9,77.7,11.6,25.7,37.3,16.4,15.2,7.4,4.4,7,21.8,22,-5.4,2008
27,Washington Wizards,8,1,7,0.125,48.6,93.3,34.1,78.5,43.5,4.3,15.1,28.1,20.8,28.5,72.8,10.1,28.1,38.3,17.6,14.5,7.8,4.4,5.6,20,23,-9.5,2008
28,Minnesota Timberwolves,9,1,8,0.111,49.7,96.9,37.3,86.9,43,4.3,14.9,29.1,17.9,22.2,80.5,11.8,29.2,41,23.9,12.6,5.6,4.6,5.9,24.1,20.7,-5,2008
29,Los Angeles Clippers,10,1,9,0.1,48.5,89.2,34,82.6,41.2,5.6,18.2,30.8,15.6,21.4,72.9,11.6,28.9,40.5,19.4,15.4,6.7,6.8,5,22.6,19.7,-12.8,2008
30,Oklahoma City Thunder,11,1,10,0.091,48,89.8,35,85.9,40.7,2.6,7.8,33.7,17.2,23.4,73.5,12.8,31.8,44.6,17,15.8,7.1,4.6,6.2,22.4,19,-10.5,2008
1,Atlanta Hawks,11,9,2,0.818,48.5,107.2,40.7,84.8,48,5.6,17,33.2,20.1,25.4,79.2,11.6,31.8,43.5,21.5,13.1,7,6.4,3.9,21.2,22.7,7.6,2009
1,Phoenix Suns,11,9,2,0.818,48,110.4,40.5,83.2,48.6,10.7,23.8,45,18.7,26.5,70.8,11.8,31.8,43.6,23.7,16.7,4.9,4.1,4.5,19.9,22.4,3.9,2009
3,Miami Heat,9,7,2,0.778,48,96.2,35.7,77.2,46.2,5.6,16,34.7,19.3,25.1,77,10.2,30.7,40.9,17.9,14.3,6.7,5,5.4,20.6,21.1,6.1,2009
4,Boston Celtics,11,8,3,0.727,48,98.5,38.1,76.5,49.8,6.6,18.2,36.5,15.6,21,74.5,8.4,29.7,38.1,25.2,14.4,8.8,4.8,4.4,20.3,21.7,10.2,2009
4,Dallas Mavericks,11,8,3,0.727,48.9,101.2,37.4,82.5,45.3,6.6,17.8,37.2,19.8,24.7,80.1,10.6,34.8,45.5,22.2,13.6,7.4,6.4,4.3,20.2,23.3,6.5,2009
4,Orlando Magic,11,8,3,0.727,48,99.7,35.9,78.5,45.8,9.5,26,36.4,18.5,26.1,70.7,10,30.1,40.1,19.5,13.5,6.3,4.6,3.8,20.6,23.5,4.9,2009
7,Cleveland Cavaliers,10,7,3,0.7,48,98.1,35.3,76.5,46.1,8.7,18.9,46,18.8,26.6,70.7,8.3,31.6,39.9,20.2,13.9,7.7,5.3,4.3,21.9,21.1,5.2,2009
7,Denver Nuggets,10,7,3,0.7,48,106.2,37,80.7,45.8,5.5,14.7,37.4,26.7,33.2,80.4,10.8,30.3,41.1,20.4,13.6,8.4,4.4,6.6,22,25.9,5.6,2009
7,Los Angeles Lakers,10,7,3,0.7,49,101,39.2,86,45.6,6.9,18.9,36.5,15.7,22.2,70.7,12.1,32.3,44.4,23.7,15.2,9.1,5.2,3.5,22.1,22,2,2009
10,Portland Trail Blazers,12,8,4,0.667,48.4,95.3,33.9,76.6,44.3,6.7,18.8,35.6,20.8,25.1,83.1,10.8,32.9,43.8,19.8,14.8,6.5,6,4.1,22.5,22.7,7.3,2009
11,Milwaukee Bucks,8,5,3,0.625,48.6,100.3,38.6,87,44.4,8.5,21.5,39.5,14.5,21,69,13.8,33.4,47.1,20.3,16.5,8,4.1,5.3,23.3,22.5,4.3,2009
12,Houston Rockets,10,6,4,0.6,48.5,103.4,38.7,84.4,45.9,8.1,23.2,34.9,17.9,23.2,77.2,11.9,30.5,42.4,23.4,15.7,8.7,5,7.3,22.8,22.3,3.1,2009
13,Indiana Pacers,7,4,3,0.571,48,101.3,36.3,81.6,44.5,6.4,19.9,32.4,22.3,29.1,76.5,11.4,33.9,45.3,19.3,16.9,7.3,8.6,5.9,25.3,22.7,1.3,2009
14,Chicago Bulls,9,5,4,0.556,48,89.2,35.1,82.8,42.4,3.1,11.9,26.2,15.9,22.3,71.1,13.3,31.4,44.8,19.8,14.6,6.7,6.3,5.6,18.8,19.7,-3.1,2009
14,Sacramento Kings,9,5,4,0.556,48.6,104.6,37.2,83.2,44.7,6.8,18.1,37.4,23.3,31,75.3,13.9,31,44.9,18.7,14.8,8,4.4,6.6,22.8,23.3,-0.4,2009
16,Detroit Pistons,10,5,5,0.5,48,93.3,34.7,75.9,45.7,4.6,14.5,31.7,19.3,27.5,70.2,11.3,30.2,41.5,15.6,13.1,5.9,4.9,5.2,24.3,23.8,1.8,2009
16,Oklahoma City Thunder,10,5,5,0.5,48.5,93.6,34.9,79.5,43.9,4.4,14.8,29.7,19.4,24.6,78.9,10.7,31,41.7,17.8,15.5,7.6,6,4.8,23.8,22.6,2.2,2009
16,San Antonio Spurs,8,4,4,0.5,48,101.9,37.4,80.5,46.4,7.8,22.3,34.8,19.4,26.5,73.1,10.6,29.5,40.1,20.6,12,6.4,4.3,5.5,23.9,22.5,2,2009
16,Toronto Raptors,10,5,5,0.5,48,106.9,38.3,80.4,47.6,8.6,21.1,40.8,21.7,27.8,78.1,10.1,29.3,39.4,20.5,12.1,5.1,5,4.1,24.7,21.3,1,2009
20,Philadelphia 76ers,10,4,6,0.4,48.5,97.3,36.5,77.8,46.9,5,16.5,30.3,19.3,26,74.2,10,30,40,19.3,15.2,8.3,5.5,3.6,20.2,21.3,-5.1,2009
20,Utah Jazz,10,4,6,0.4,48,100.5,38.4,79.9,48.1,3.8,11.7,32.5,19.9,25.2,79,11,30.5,41.5,23.5,15.4,6.2,4.4,6.4,22.2,21.4,-1.4,2009
22,Los Angeles Clippers,11,4,7,0.364,48,96.2,36.3,77.6,46.7,5.3,16.6,31.7,18.4,26.3,69.9,10.3,30.5,40.7,23.3,16.3,7.9,6.9,4.5,21.6,21.5,-3.3,2009
23,Golden State Warriors,9,3,6,0.333,48,111.6,42.4,86.3,49.2,6.7,16.9,39.5,20,26.9,74.4,8.8,28.7,37.4,22.4,15.3,9.8,5.1,6.3,24.7,24.1,-2.1,2009
24,Charlotte Bobcats,10,3,7,0.3,49,83.3,31.2,77.1,40.5,4.9,16.8,29.2,16,22.8,70.2,12.3,30.2,42.5,17.4,17.5,7,4.1,7.3,20.9,21.2,-6.1,2009
25,New Orleans Hornets,11,3,8,0.273,48.5,97.7,37.4,82.8,45.1,7.5,20.8,35.8,15.5,20.5,76,9.8,28.8,38.6,21.2,12.9,7.3,3.9,4.6,21.5,21.7,-7,2009
26,Washington Wizards,9,2,7,0.222,48,94.2,34.7,79.3,43.7,5.4,14.8,36.8,19.4,26.3,73.8,11.2,31.4,42.7,18.3,15.8,5.9,5.7,5.6,23.3,22.1,-4.7,2009
27,Memphis Grizzlies,10,2,8,0.2,48.5,99.6,37.7,82.3,45.8,3.2,10.5,30.5,21,28.8,72.9,13.8,31,44.8,18.9,17.5,7.2,4.6,5.8,22.7,24.3,-9.1,2009
28,New York Knicks,10,1,9,0.1,49.5,100.5,38.1,87.7,43.4,8.4,28.3,29.7,15.9,19.8,80.3,9.6,29.6,39.2,20.6,15.3,8.1,4.5,4,22.7,19.6,-9.7,2009
29,Minnesota Timberwolves,11,1,10,0.091,48,90.2,36.5,85.4,42.8,3.5,13.3,26.7,13.5,19,71.3,11.7,30.9,42.6,18.5,16.5,8.7,3.5,6.5,21.6,18.4,-13.8,2009
30,New Jersey Nets,10,0,10,0,48,84.5,32,78.6,40.7,3.6,12.2,29.5,16.9,21.9,77.2,10.3,31.1,41.4,15.8,16.2,5.4,5.2,5.3,21.1,18.7,-10.3,2009
1,New Orleans Hornets,9,8,1,0.889,48,98.7,36.3,76.9,47.3,6.7,17.1,39,19.3,24.8,78,8.8,32.1,40.9,22.3,13.2,8.2,5,3.7,22.4,21.6,8,2010
1,San Antonio Spurs,9,8,1,0.889,48.6,108.9,39.1,83.8,46.7,9,20.4,44,21.7,27.2,79.6,11,31.9,42.9,23.4,15.9,9.3,6,5.9,20.2,21.6,7.8,2010
3,Los Angeles Lakers,11,9,2,0.818,48,113,42.1,88.7,47.4,9.3,21.6,42.9,19.5,24.3,80.5,13.9,32.4,46.3,24.1,14,8.3,4.1,4.5,21.3,21.5,9.1,2010
4,Boston Celtics,10,8,2,0.8,49.5,101.1,39.3,79.8,49.2,5.5,13.4,41,17,21.7,78.3,8.5,30.8,39.3,26.8,15.1,8.3,3.2,4.3,22.2,20.5,5.3,2010
5,Dallas Mavericks,9,7,2,0.778,48,97.3,36.9,75.9,48.6,6.7,18.7,35.7,16.9,22.6,74.9,9.4,33.9,43.3,22.2,15.6,7.3,5.3,2.8,18.2,19.9,5.4,2010
6,Orlando Magic,10,7,3,0.7,48,97.9,34.8,77.1,45.1,9,25.9,34.7,19.3,28.9,66.8,11.4,33,44.4,18.2,15.2,6.5,5.2,3.9,18.8,24.8,7.1,2010
7,Atlanta Hawks,12,8,4,0.667,48,101.8,37.8,76.7,49.3,5.4,16.3,33.3,20.8,26.1,79.6,9.8,30.5,40.3,23.6,14.8,5.4,5.8,4.7,20.5,21.7,3.3,2010
7,Chicago Bulls,9,6,3,0.667,48.6,103.9,39.3,81.3,48.4,6,15.7,38.3,19.2,27.6,69.8,11.3,32.7,44,23.1,16.7,8.6,7.1,5.3,21.7,22.1,4.4,2010
9,Golden State Warriors,11,7,4,0.636,48,101.4,38.9,86.9,44.8,7.5,20,37.3,16.1,22.1,72.8,14.2,29.6,43.8,22.5,16.6,10,4.9,4.5,24.7,19,-1.4,2010
9,Utah Jazz,11,7,4,0.636,49.4,102.5,38.2,82.5,46.3,5.1,14.5,35,21.1,26.9,78.4,11,30,41,24.3,14.6,7,4.6,5.2,24.7,24.5,0.5,2010
11,Miami Heat,10,6,4,0.6,48.5,102.7,35.6,75.5,47.2,6.5,16.8,38.7,25,32.5,76.9,8.9,32.6,41.5,20.2,13,6.8,5.5,2.6,21.1,23.7,9.4,2010
11,Oklahoma City Thunder,10,6,4,0.6,48.5,103,35.5,79.4,44.7,4,15.8,25.3,28,31.8,88.1,10.7,29.5,40.2,16.4,14.1,8.6,5.5,4,21.6,21.9,-3,2010
11,Phoenix Suns,10,6,4,0.6,49,108.2,40.6,85.3,47.6,10,25.1,39.8,17,23.2,73.3,12.4,28.1,40.5,21.7,15.6,7.5,4.3,3.3,20.9,22.5,1.6,2010
14,Portland Trail Blazers,12,7,5,0.583,48.4,98.8,37.5,81.9,45.8,5.8,17.3,33.2,18.1,22.6,80.1,13,26.3,39.3,22,13.8,8.5,4.8,4.8,21.7,22,1.6,2010
15,Denver Nuggets,11,6,5,0.545,48,105.8,38.2,84.3,45.3,7.3,20.3,35.9,22.2,28.3,78.5,10.6,31.2,41.8,20.6,13.6,7.8,3.2,6.9,21.7,22.4,1.4,2010
16,Cleveland Cavaliers,10,5,5,0.5,48,96.4,35.8,79.8,44.9,5.9,17,34.7,18.9,25.2,75,8.8,30.2,39,20.8,13.2,5.4,2.6,5.5,19.4,21.8,-2.7,2010
17,Milwaukee Bucks,11,5,6,0.455,48.5,93.5,34.3,81.5,42.1,6.4,18.2,35,18.5,25.1,73.9,12.4,31.9,44.3,17.7,15.4,6.7,3.9,5.5,21.2,24.4,1.5,2010
