#,Team,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,Year
18,Indiana Pacers,9,4,5,0.444,48,101.2,37.1,81.7,45.4,8.8,23.9,36.7,18.2,22.8,80,9.9,32.4,42.3,21,15.9,6.3,6.8,6.3,22.7,21,0.6,2010
19,New Jersey Nets,10,4,6,0.4,48,93.3,34.9,77.6,45,6.6,16.8,39.3,16.9,22.3,75.8,9.8,29.9,39.7,19.5,14.4,4.4,4.6,3.4,23,19.1,-2.4,2010
20,Charlotte Bobcats,11,4,7,0.364,48,93.7,33.5,72.2,46.3,6.5,16.5,39.6,20.3,25.6,79.1,10,30.1,40.1,21.7,17.7,5.9,7.4,6.9,20.3,20.7,-2.3,2010
20,Detroit Pistons,11,4,7,0.364,48.5,95.5,35.6,80,44.5,6.3,15.3,41.1,18,25.8,69.7,10.7,27.7,38.5,18.5,13.9,6.9,4,5.1,20.1,20.5,-4.4,2010
22,Memphis Grizzlies,12,4,8,0.333,49.3,101.4,38.8,84.8,45.8,5.1,15.1,33.7,18.7,25.7,72.7,12.3,28.8,41.1,19.8,16.6,10.8,4,5.8,22.7,21.9,-3.7,2010
22,Sacramento Kings,9,3,6,0.333,48,99.8,37.9,84.3,44.9,5.1,17.3,29.5,18.9,27,70,13.9,28.4,42.3,19.8,13.6,6.8,4.6,4,23.6,22.4,-5.4,2010
22,Washington Wizards,9,3,6,0.333,48.6,97.2,37.4,82,45.7,6.1,16.6,36.9,16.2,21.7,74.9,10.8,28.2,39,22.3,18.1,9.8,6.3,5.1,22.9,19.9,-5.7,2010
25,Houston Rockets,10,3,7,0.3,48.5,106.1,38.3,85.3,44.9,6.1,18.6,32.8,23.4,29.2,80.1,11.6,32.6,44.2,22.3,15.5,6.8,4.9,6.2,22.4,25,-0.3,2010
26,New York Knicks,11,3,8,0.273,48,103.3,37.3,85.5,43.6,8.1,25.2,32.1,20.6,27,76.4,11.8,31.5,43.4,19.9,15.8,8.1,8,3.9,24.2,23,-3.3,2010
27,Minnesota Timberwolves,12,3,9,0.25,48,100,36.8,89.5,41.1,6.7,18.5,36,19.8,26.8,74.1,15.6,31.8,47.3,17.7,17.9,7.6,5.6,7.3,25.8,22.9,-9.7,2010
28,Philadelphia 76ers,11,2,9,0.182,48.5,99.2,37.8,81.5,46.4,5.1,14.1,36.1,18.5,24.5,75.2,10.1,30.5,40.5,22.3,15.5,7.9,5.2,4.8,23.7,20.4,-4,2010
28,Toronto Raptors,11,2,9,0.182,48,99.9,36.9,83.2,44.4,4.5,14.6,30.4,21.6,27.6,78.3,13.7,27.3,41,19.1,15.8,8.1,3.2,5.7,23.5,23.6,-5,2010
30,Los Angeles Clippers,11,1,10,0.091,49.4,95.3,35.5,80.6,44,5.2,17.4,29.8,19.2,27.4,70.1,12.2,29.5,41.6,20,17.1,7.1,4.1,5.8,20.9,22.3,-8.9,2010
1,Chicago Bulls,12,10,2,0.833,48,96,36.8,81.6,45,6.1,15.5,39.2,16.4,22.2,74.1,13.8,32.5,46.3,22.5,15.4,6.9,6.1,4.9,17.9,18,10.2,2011
1,Oklahoma City Thunder,12,10,2,0.833,48,100,35.7,76.2,46.8,6.9,18.7,37.1,21.8,27.2,80.1,9.8,32.6,42.3,19.1,15.3,6.5,6.2,4.3,20.9,21.1,4.1,2011
3,Miami Heat,11,8,3,0.727,50.3,106.4,40,81.9,48.8,4.9,13.8,35.5,21.5,29.2,73.5,9.7,34.7,44.5,23.2,17.9,10.4,5.6,4.7,23,23.6,8.6,2011
3,Orlando Magic,11,8,3,0.727,48,98.3,35.8,77.5,46.2,10,24.5,40.9,16.6,25.5,65.1,10.7,30.6,41.4,22.1,14.1,5.9,3.6,3.8,18.3,22.6,5,2011
5,Indiana Pacers,10,7,3,0.7,48.5,92.6,33.5,80.9,41.4,5.9,14.6,40.4,19.7,25.4,77.6,12.6,32.1,44.7,18.5,15.2,9.4,5.4,5.8,21.6,21.2,3.2,2011
5,Philadelphia 76ers,10,7,3,0.7,48,99.3,39,81.9,47.6,5.8,16.9,34.3,15.5,21.4,72.4,9.5,35.7,45.2,21.5,13,9.2,5.7,4.2,18.2,19,13.8,2011
5,Portland Trail Blazers,10,7,3,0.7,48,100.1,36.8,83.1,44.3,5.8,18,32.2,20.7,25.6,80.9,10.8,31.3,42.1,21.6,13.2,7.6,5,4.4,20.9,22.2,5.1,2011
8,Atlanta Hawks,12,8,4,0.667,49.7,99.3,37.3,83.3,44.8,7,17.9,39.1,17.6,24.8,71,11.9,31.3,43.3,22.7,13.3,8.8,4.7,5.5,18.2,20.8,7.8,2011
8,Los Angeles Lakers,12,8,4,0.667,48.4,94.6,36.6,79.3,46.1,3.8,16,24,17.6,23.6,74.6,12,34.8,46.8,21.8,16.6,5.6,5.4,3.8,20.2,21,4.8,2011
10,Denver Nuggets,11,7,4,0.636,48,103.6,38.4,78.8,48.7,6.2,19.6,31.5,20.7,27.3,76,8.3,32,40.3,24.1,16.1,11.2,4.9,5.8,17.7,22.5,6.1,2011
10,San Antonio Spurs,11,7,4,0.636,48.5,100.9,39,83.7,46.6,8.2,19.7,41.5,14.7,20.5,72,10.5,30,40.5,23.5,13.4,6.8,4.6,5.9,17.2,19.1,4.2,2011
12,Los Angeles Clippers,8,5,3,0.625,48.6,98.8,36.8,78.8,46.7,6.3,19.6,31.8,19,28.3,67.3,9.5,27.5,37,22.1,13.1,8.5,5.3,2.9,20.6,24.8,2.3,2011
13,Utah Jazz,10,6,4,0.6,48.5,92.3,35.3,80,44.1,3.7,13.7,27,18,25.4,70.9,11,31,42,20.5,13.6,8,7.1,5.3,23.4,22,-2.3,2011
14,Dallas Mavericks,11,6,5,0.545,48,93.2,33.7,78.8,42.8,6.5,21.5,30.4,19.2,25.5,75.4,9.5,30.6,40.1,21.4,14.6,10.5,3.6,3.3,21.5,19.5,-0.5,2011
14,New York Knicks,11,6,5,0.545,48,94.2,33.2,79.5,41.8,7.5,23.5,31.7,20.4,25.7,79.2,10.3,30.6,40.9,18.4,15.6,9.5,4.5,4.8,22.5,22,0.5,2011
16,Cleveland Cavaliers,10,5,5,0.5,48.5,96.4,35.6,81.8,43.5,7.6,20.7,36.7,17.6,25.4,69.3,12.2,30.6,42.8,19.9,15.6,8.6,5.6,6.3,21.2,21.6,1,2011
17,Boston Celtics,9,4,5,0.444,48,91.9,33.9,72.3,46.9,6.4,14.4,44.6,17.7,24,73.6,8.4,28.9,37.3,22.4,15.9,6,5.7,6,21.1,20.7,-0.1,2011
18,Memphis Grizzlies,10,4,6,0.4,48,91.3,36.6,82.8,44.2,2.7,10.4,26,15.4,22.1,69.7,11.7,31.3,43,17.8,15.2,10.3,4.9,6.1,19.5,20.2,-2.6,2011
18,Milwaukee Bucks,10,4,6,0.4,48,94.1,36.5,83.9,43.5,6.3,18.9,33.3,14.8,19.4,76.3,12.1,27.7,39.8,22.9,14.6,8.4,4.3,5.6,21.2,20.3,-0.7,2011
18,Phoenix Suns,10,4,6,0.4,48,93.2,35.7,80.7,44.2,6.7,20.8,32.2,15.1,19.2,78.6,10.7,31.1,41.8,21.1,13.7,7,5.1,3.4,20.3,20.7,0,2011
21,Sacramento Kings,11,4,7,0.364,48,93.4,33.5,83.5,40.2,5.7,20.5,28,20.5,28.1,73.1,15,29,44,14.3,16.2,8,4.4,4.9,18.8,23.4,-8.8,2011
21,Toronto Raptors,11,4,7,0.364,48,87.8,33.4,76,43.9,5.7,17.7,32.3,15.4,19.3,79.7,9.4,32.5,41.9,21.3,15.8,6.4,5.4,4.1,24,18,-5,2011
23,Golden State Warriors,10,3,7,0.3,48.5,93.9,35.8,80.1,44.7,6.5,18.9,34.4,15.8,22.2,71.2,10.7,31.1,41.8,21.2,15.6,8.7,4.3,4.4,24.7,18.9,-5.3,2011
23,Houston Rockets,10,3,7,0.3,48.5,94.2,37.4,84.4,44.3,7,21.3,32.9,12.4,15.8,78.5,11.1,31.1,42.2,21.3,13.8,6.3,4.7,5.4,21.3,15.5,-4.7,2011
23,Minnesota Timberwolves,10,3,7,0.3,48,95.4,34.3,79.5,43.1,7.8,22.1,35.3,19,26.5,71.7,12.3,31.8,44.1,17.4,17.6,7.1,3.8,6.5,20.5,22.4,0.3,2011
23,New Orleans Hornets,10,3,7,0.3,48,87.1,34.2,78.6,43.5,3.6,13.1,27.5,15.1,20,75.5,12.6,32.2,44.8,18.9,15.5,6.5,5.2,6.7,20.8,19.1,-4.3,2011
27,Charlotte Bobcats,11,2,9,0.182,48.5,90,35.9,85.6,41.9,4.9,15.4,32,13.3,17.5,76,11.9,32,43.9,20.7,15,5.1,5.4,5.6,20.5,18.5,-12.7,2011
27,Detroit Pistons,11,2,9,0.182,48,83.7,32.2,76.8,41.9,4.5,13,34.3,14.9,18.5,80.4,10.6,26.7,37.4,17.9,17,6.5,3,5.5,19.1,18,-11.7,2011
27,New Jersey Nets,11,2,9,0.182,48,89.5,31.9,79.4,40.2,9.1,25.3,36,16.6,21.5,77.2,12.6,27.2,39.8,19,16,7.5,4.1,6.2,21.5,20.8,-10.4,2011
30,Washington Wizards,10,1,9,0.1,48,83.6,32.9,82.8,39.7,3.7,12.6,29.4,14.1,19.7,71.6,10.9,29.6,40.5,15.4,14.7,9,8.3,5.2,20,18.9,-10.2,2011
1,New York Knicks,8,7,1,0.875,48,100.5,37.4,82.6,45.2,10.4,26.4,39.3,15.4,20.5,75,10.3,29.9,40.1,19.4,10.4,9.3,3.9,4.6,18,19.3,10.5,2012
2,Los Angeles Clippers,10,8,2,0.8,48,101.5,38.2,77.6,49.2,6.2,17.7,35,18.9,24.7,76.5,9.6,31,40.6,22,16.9,9.9,7.3,4.5,23.6,20.9,8.9,2012
2,Memphis Grizzlies,10,8,2,0.8,48,100.2,37.1,84.4,44,5.9,16.3,36.2,20.1,24.4,82.4,12.8,29,41.8,21.4,14,9.4,5.5,6.3,21.2,20.9,7.6,2012
4,Brooklyn Nets,8,6,2,0.75,48,97.5,35.8,78.9,45.3,7,20.9,33.5,19,25.8,73.8,11.8,29.8,41.5,20.6,13.9,6.8,5.9,4.3,17.5,23.1,5,2012
5,Miami Heat,11,8,3,0.727,48,103.5,38.8,78.6,49.4,9.2,21.5,42.8,16.7,22.1,75.7,8.2,30.2,38.4,23.5,13.9,7.5,5.2,4.2,19.6,20.1,4.5,2012
5,Oklahoma City Thunder,11,8,3,0.727,48,101.7,35.8,74.3,48.2,7.6,17.5,43.5,22.5,26.7,84,8.2,33.2,41.4,22.4,16.8,6.9,7.5,2.9,20.9,21.5,6.5,2012
5,San Antonio Spurs,11,8,3,0.727,48,98.7,37.3,80.2,46.5,7.5,20.5,36.9,16.6,21.7,76.6,9.5,30.6,40.1,24.3,15,8.7,5.4,5.9,18.5,19.2,4.5,2012
8,Milwaukee Bucks,9,6,3,0.667,48,100.7,39.7,86.6,45.8,6.3,18.7,33.9,15,19.7,76.3,10.8,31.4,42.2,24.9,14.8,9,7,3.4,20.6,19.7,2.8,2012
9,Philadelphia 76ers,10,6,4,0.6,48,88.9,33.8,82.5,41,7.4,19.1,38.7,13.9,18,77.2,10.4,31.8,42.2,20.2,13.5,8.5,5.5,5.5,17.7,17.6,-1.2,2012
10,Atlanta Hawks,9,5,4,0.556,48,92.9,36.4,81.1,44.9,7.4,22.2,33.5,12.6,17.9,70.2,9.4,30.8,40.2,21.1,15,9.3,4.3,4.2,17.9,19.9,1.7,2012
10,Charlotte Bobcats,9,5,4,0.556,48.6,96.6,36.1,85.6,42.2,4.9,16.9,28.9,19.4,25,77.8,13.8,30.1,43.9,18.4,14.7,8.8,7.4,8.6,20.2,21.1,-2.4,2012
10,Minnesota Timberwolves,9,5,4,0.556,48,91.8,33.6,77.2,43.5,4.8,16.3,29.3,19.9,27.2,73.1,12.1,31.2,43.3,21.3,15.6,7.4,8,5.6,18.3,23.2,1.3,2012
13,Boston Celtics,11,6,5,0.545,48.5,96.9,36.2,76.1,47.6,5.1,14.3,35.7,19.5,24.5,79.6,6.8,30,36.8,24.1,13.8,7.3,3.3,4.5,20,20.2,-1.2,2012
13,Golden State Warriors,11,6,5,0.545,49.4,98.5,37,83.9,44.1,6.1,19.5,31.2,18.4,25.1,73.2,12.4,33.7,46.1,21.1,17,7.4,3.3,6.5,23.5,21.9,-1.8,2012
15,Chicago Bulls,10,5,5,0.5,48.5,94.8,36,81,44.4,3.7,12.1,30.6,19.1,24.2,78.9,11.9,30.6,42.5,23.7,15.5,7.4,5.2,5.3,18.6,22.4,0.6,2012
15,Dallas Mavericks,12,6,6,0.5,48.8,100.8,37.2,80.9,45.9,8,19.5,41,18.4,23.9,77,8.7,33.3,42,21.9,15.3,7.2,6.2,4.3,22.4,20.5,1,2012
15,Los Angeles Lakers,10,5,5,0.5,48,100.5,36.4,78.7,46.3,7.1,20.6,34.5,20.6,29.9,68.9,14.1,32.7,46.8,21.3,16.9,7.7,5.9,4.8,17.8,23.4,5,2012
15,Portland Trail Blazers,10,5,5,0.5,49,100.4,37.1,84.2,44.1,8.9,23.1,38.5,17.3,22.8,75.9,12.2,28.3,40.5,19,15,8.8,4.5,4.3,19.9,21.5,-1.4,2012
15,Utah Jazz,12,6,6,0.5,49.3,98.1,36.8,84.9,43.3,6.3,18.1,35,18.3,24.3,75,14,32.8,46.8,21.8,15.3,7.3,7.9,6.3,21.3,20.7,1.2,2012
20,Denver Nuggets,11,5,6,0.455,48.9,98.5,38.9,88.1,44.2,6,19.6,30.6,14.6,22.2,66,16.8,32.5,49.3,21.6,16.6,7.5,6.5,7.1,19.1,19.6,-1.5,2012
21,Indiana Pacers,12,5,7,0.417,48.8,88.8,33.1,80.6,41.1,5.8,19.1,30.1,16.8,23,73.2,12.8,35.5,48.3,18.1,16.9,6.1,7,5.4,17.4,20.4,-1.3,2012
22,New Orleans Hornets,8,3,5,0.375,48,93.1,34.8,78.4,44.3,6.4,18.4,34.7,17.3,21,82.1,10.8,30.5,41.3,22.6,15,6.4,6.1,6.6,18.3,19.3,-3.1,2012
23,Houston Rockets,11,4,7,0.364,48.9,99.4,35.7,84.6,42.2,8.7,27.4,31.9,19.2,24.5,78.4,13,32.7,45.7,22.1,16.7,8.3,4.2,6.5,20.4,19,-1.5,2012
23,Phoenix Suns,11,4,7,0.364,48.5,98.3,38.5,89.3,43.1,5.7,17.9,32,15.6,21.4,73.2,13.9,29.3,43.2,20.7,13.8,8.6,6.9,5.7,21.5,19.9,-6,2012
25,Orlando Magic,10,3,7,0.3,48,88.4,35.5,82.4,43.1,4.8,13.5,35.6,12.6,16.9,74.6,10.7,32.7,43.4,22.1,15.6,5.6,4.5,6,19.6,16.5,-6,2012
25,Toronto Raptors,10,3,7,0.3,49.5,96.1,35.1,83.7,41.9,7.6,21,36.2,18.3,23.6,77.5,11.3,28.7,40,20.4,13.2,8.5,3.9,6.3,24.4,20.3,-3.7,2012
27,Cleveland Cavaliers,10,2,8,0.2,48,95.7,35.8,84.6,42.3,7.8,22,35.5,16.3,23.2,70.3,13.3,27.4,40.7,19.7,16.4,9.2,2.1,8.9,21.2,20.2,-7,2012
27,Sacramento Kings,10,2,8,0.2,49,91.2,36,86.1,41.8,5.3,17.8,29.8,13.9,19.1,72.8,12.6,28.3,40.9,17.3,14.6,9.2,4.6,7.4,24.3,17.4,-8.8,2012
29,Detroit Pistons,11,2,9,0.182,48,93.9,35.5,79.6,44.5,5.1,14.4,35.4,17.9,24.2,74.1,10.5,28.3,38.8,22.1,15.4,6.5,5.5,5.1,20.1,20.6,-4.4,2012
30,Washington Wizards,9,0,9,0,48.6,86.9,33.3,84.1,39.6,7.2,23.8,30.4,13,17.7,73.6,11.9,29.1,41,21.4,15.4,8.6,5.7,5.7,22.2,17.6,-7.7,2012
1,Indiana Pacers,10,9,1,0.9,48,95.7,35.4,77.5,45.7,7.1,19.3,36.8,17.8,22.9,77.7,9.7,33.8,43.5,20.6,16.1,5.9,8.9,5.1,19,23.5,9.4,2013
1,San Antonio Spurs,10,9,1,0.9,48,98.6,39.6,83.2,47.6,7.4,19.7,37.6,12,16.2,74.1,8.5,35.1,43.6,23.8,14.2,7.2,4.2,4.7,18.1,17.7,9.3,2013
3,Portland Trail Blazers,11,9,2,0.818,48.5,104.9,39.5,85.2,46.4,9.8,23.3,42.2,16,20.7,77.2,12.2,32.9,45.1,22.8,14.9,5.5,4.4,2.9,19.6,20.7,5.4,2013
4,Golden State Warriors,11,8,3,0.727,48,104.3,39.1,80.5,48.5,11.1,24.1,46,15,20.7,72.4,9.3,34.3,43.5,24.3,18.1,8.8,5.6,3.6,23.5,20.8,8,2013
4,Miami Heat,11,8,3,0.727,48,105.9,39.1,74.7,52.3,8.9,20.2,44.1,18.8,25.6,73.4,6.5,28.6,35.1,26,15.6,9,4.8,2.9,20.6,23.2,8.3,2013
6,Oklahoma City Thunder,10,7,3,0.7,48.5,104.2,36.6,82.9,44.1,6.5,20,32.5,24.5,29.8,82.2,12.9,34,46.9,20.4,16.8,8.3,5.4,4.6,22.5,22.2,2.1,2013
7,Chicago Bulls,9,6,3,0.667,48,94,34.3,79.3,43.3,5.4,15.8,34.5,19.9,23.7,84,11.8,34.1,45.9,22.1,17.1,7.1,5.4,7.2,20.6,21.4,5,2013
7,Houston Rockets,12,8,4,0.667,49.3,108.8,36.9,77.4,47.7,8.8,26.1,33.5,26.3,37.5,70,11,36.6,47.6,20.3,19.3,7.6,7.4,6.1,22.3,28.8,4.3,2013
9,Dallas Mavericks,11,7,4,0.636,48,105.7,39.2,84,46.6,9.6,24.6,39.1,17.7,22.1,80.2,10.5,31.5,42,23.5,16.9,10,4.7,3.8,20.9,19.7,3,2013
9,Los Angeles Clippers,11,7,4,0.636,48,109.3,39.8,83.4,47.8,8.3,24.4,34,21.4,29.5,72.5,12.5,31.5,44,25.8,15.7,9.2,4.5,3.5,24.7,24.8,3.5,2013
11,Minnesota Timberwolves,12,7,5,0.583,48.4,107.8,39.3,89.2,44,8.2,23.3,35,21.1,26.2,80.6,12.2,33.2,45.3,24.4,15.1,9.6,3.4,6.5,18.4,22.5,7.3,2013
12,Atlanta Hawks,11,6,5,0.545,48,103.2,38.5,81.3,47.4,8.5,23.3,36.7,17.5,24.2,72.6,8.1,32.7,40.8,25.9,14.7,8.5,4.9,3.9,18.5,21.6,2.5,2013
12,Memphis Grizzlies,11,6,5,0.545,48.5,95.4,37.3,79.6,46.8,4.6,14.5,32.1,16.2,20.9,77.4,9.5,32.5,41.9,23.4,15.5,6.7,4,5.4,21.1,21,-1.8,2013
14,Phoenix Suns,10,5,5,0.5,48.5,99.3,37.3,81.4,45.8,8.4,23.6,35.6,16.3,21.6,75.5,9.7,32.5,42.2,18.4,17.4,9.5,4.9,4.3,20.6,20.1,2.4,2013
15,Charlotte Bobcats,11,5,6,0.455,48,88.5,31.8,80,39.8,5.1,16.6,30.6,19.7,27.9,70.7,11.2,30.7,41.9,18.9,13.3,6.5,5.7,6.2,20.2,22.9,-4.5,2013
16,Los Angeles Lakers,12,5,7,0.417,48,99.4,37.4,87.3,42.8,10.2,25,40.7,14.4,20.3,70.9,10.9,34.8,45.7,24.3,15.8,6.4,6,4.8,22.1,17.8,-4.4,2013
16,Philadelphia 76ers,12,5,7,0.417,49.3,103.7,40,88.9,45,7.3,21.7,33.5,16.4,23.1,71.1,11.3,33.5,44.8,23.1,17.3,8.6,4.8,7.3,18.8,20.2,-6.3,2013
18,Denver Nuggets,10,4,6,0.4,48,104.4,39.1,88.6,44.1,7.6,20.4,37.3,18.6,26.2,71,13.3,33.4,46.7,21.5,14.8,6.6,6.1,6.5,22.7,23.9,-1.2,2013
18,Detroit Pistons,10,4,6,0.4,48.5,99.5,38.1,84.1,45.3,6.1,21.1,28.9,17.2,24.8,69.4,14,27.1,41.1,20.1,15.1,9.6,4.8,4.6,20.7,21.8,-2.5,2013
18,New Orleans Pelicans,10,4,6,0.4,48,100.7,38.3,84.5,45.3,6,13.9,43.2,18.1,23,78.7,11.6,29.4,41,22.2,13.7,9.7,7.8,6,23,20.4,1.9,2013
18,Orlando Magic,10,4,6,0.4,48.5,99.9,38.6,83.6,46.2,7.4,19.7,37.6,15.3,21.3,71.8,10.9,34.7,45.6,21,17.8,7.3,4.6,6.7,21.4,19.4,0.2,2013
22,Cleveland Cavaliers,11,4,7,0.364,49.4,92.5,34.9,85,41.1,6.8,19.5,34.9,15.9,20.6,77.1,11.5,31.5,42.9,18.7,16.4,9.4,5.2,5.9,20.7,18.8,-7,2013
22,Toronto Raptors,11,4,7,0.364,49.4,96.9,35.2,84,41.9,6.5,20.1,32.6,20,26.1,76.7,14,30.7,44.7,16.5,14.7,7.2,4.2,6.2,24.1,23.1,-0.2,2013
24,Boston Celtics,12,4,8,0.333,48,93.4,36.1,82.3,43.9,5.6,17.4,32.1,15.7,20.5,76.4,11,30.1,41.1,17.7,16.9,8.3,5.1,5.1,22.7,19.8,-5.3,2013
25,Brooklyn Nets,10,3,7,0.3,49,97.1,35.2,82,42.9,5.6,17.2,32.6,21.1,27.9,75.6,11,31.7,42.7,19.8,14.4,7.5,4.5,3.8,24.6,22.1,-5.3,2013
25,New York Knicks,10,3,7,0.3,48,93.5,35.7,84.1,42.4,8.3,25.3,32.8,13.8,17.9,77.1,11.2,27.2,38.4,19,13.1,8.5,4.5,4.5,22.6,18.2,-5.4,2013
25,Sacramento Kings,10,3,7,0.3,48,94.4,35.3,83.5,42.3,7.2,22.3,32.3,16.6,21.4,77.6,11.2,29.1,40.3,19.9,13.1,8,3.3,5.7,22.7,20.8,-4.1,2013
25,Washington Wizards,10,3,7,0.3,49.5,100.4,37.8,87.2,43.3,9.8,24.8,39.5,15,21,71.4,11.2,30.6,41.8,24.3,15.7,9.6,4.2,4.6,20.2,19.4,-3.7,2013
29,Milwaukee Bucks,9,2,7,0.222,48,90.2,33.2,80.2,41.4,8.1,19.4,41.7,15.7,19.4,80.6,10.4,29.3,39.8,18.9,16.6,7.3,5.1,5.8,21.1,19.9,-8.4,2013
30,Utah Jazz,12,1,11,0.083,48,88.6,33.2,80.6,41.2,5.2,17.8,29,17.1,24.1,70.9,13.2,28.8,41.9,17.7,18.1,7.4,4.6,4.8,22.3,22.3,-11.5,2013
1,Memphis Grizzlies,11,10,1,0.909,48,98.5,36.3,80.6,45,5.5,14.5,37.5,20.5,25.5,80.4,10.8,29.5,40.4,20.6,12.5,9,3.2,4,20.1,21.2,7,2014
